NAME,POP,DENSITY,SURFACE_AREA,DATE_CODE,DATE_DESC,state,county,PERIOD_CODE,PERIOD_DESC,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,RBIRTH,RDEATH,RNATURALCHG,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG
"Giles County, Tennessee",29134,47.68795116,610.93,-6,7/1/2004 to 6/30/2005,47,55,-6,7/1/2004 to 6/30/2005,348,379,-31,,,58,,11.9448,13.0089,-1.064,,,1.9908
"Giles County, Tennessee",29140,47.69777225,610.93,-5,7/1/2005 to 6/30/2006,47,55,-5,7/1/2005 to 6/30/2006,327,376,-49,,,83,,11.2217,12.9032,-1.6815,,,2.8483
"Giles County, Tennessee",29137,47.6928617,610.93,-4,7/1/2006 to 6/30/2007,47,55,-4,7/1/2006 to 6/30/2007,304,314,-10,,,32,,10.4335,10.7767,-0.3432,,,1.0983
"Giles County, Tennessee",29077,47.59465078,610.93,-3,7/1/2007 to 6/30/2008,47,55,-3,7/1/2007 to 6/30/2008,353,320,33,,,-92,,12.1402,11.0053,1.1349,,,-3.164
"Giles County, Tennessee",29242,47.86473082,610.93,-2,7/1/2008 to 6/30/2009,47,55,-2,7/1/2008 to 6/30/2009,354,330,24,,,141,,12.1059,11.2851,0.8207,,,4.8218
"Giles County, Tennessee",29186,47.77306729,610.93,-1,7/1/2009 to 6/30/2010,47,55,-1,7/1/2009 to 6/30/2010,340,316,24,,,-78,,11.6494,10.8271,0.8223,,,-2.6725
"Grainger County, Tennessee",20610,73.45236822,280.59,0,4/1/2000 to 6/30/2000,47,57,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Grainger County, Tennessee",20745,73.93349727,280.59,-9,7/1/2001 to 6/30/2002,47,57,-9,7/1/2001 to 6/30/2002,255,200,55,,,62,,12.2921,9.6409,2.6512,,,2.9887
"Grainger County, Tennessee",20993,74.81734916,280.59,-8,7/1/2002 to 6/30/2003,47,57,-8,7/1/2002 to 6/30/2003,265,232,33,,,230,,12.6233,11.0513,1.572,,,10.956
"Grainger County, Tennessee",21346,76.07541252,280.59,-7,7/1/2003 to 6/30/2004,47,57,-7,7/1/2003 to 6/30/2004,290,228,62,,,310,,13.5857,10.6812,2.9045,,,14.5226
"Grainger County, Tennessee",21630,77.08756549,280.59,-6,7/1/2004 to 6/30/2005,47,57,-6,7/1/2004 to 6/30/2005,251,219,32,,,275,,11.6043,10.1248,1.4794,,,12.7138
"Grainger County, Tennessee",22029,78.50956912,280.59,-5,7/1/2005 to 6/30/2006,47,57,-5,7/1/2005 to 6/30/2006,256,231,25,,,398,,11.621,10.4862,1.1349,,,18.0671
"Grainger County, Tennessee",22366,79.71060979,280.59,-4,7/1/2006 to 6/30/2007,47,57,-4,7/1/2006 to 6/30/2007,262,223,39,,,313,,11.7142,9.9705,1.7437,,,13.9945
"Grainger County, Tennessee",22551,80.36993478,280.59,-3,7/1/2007 to 6/30/2008,47,57,-3,7/1/2007 to 6/30/2008,271,236,35,,,150,,12.0172,10.4652,1.552,,,6.6516
"Grainger County, Tennessee",22667,80.78334937,280.59,-2,7/1/2008 to 6/30/2009,47,57,-2,7/1/2008 to 6/30/2009,268,223,45,,,70,,11.8234,9.8381,1.9853,,,3.0882
"Grainger County, Tennessee",22847,81.42485477,280.59,-1,7/1/2009 to 6/30/2010,47,57,-1,7/1/2009 to 6/30/2010,274,246,28,,,151,,11.9928,10.7673,1.2255,,,6.6092
"Greene County, Tennessee",62911,101.1154508,622.17,0,4/1/2000 to 6/30/2000,47,59,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Greene County, Tennessee",63313,101.7615764,622.17,-9,7/1/2001 to 6/30/2002,47,59,-9,7/1/2001 to 6/30/2002,748,703,45,,,281,,11.8143,11.1036,0.7108,,,4.4383
"Greene County, Tennessee",63488,102.04285,622.17,-8,7/1/2002 to 6/30/2003,47,59,-8,7/1/2002 to 6/30/2003,704,775,-71,,,298,,11.0887,12.207,-1.1183,,,4.6938
"Greene County, Tennessee",63765,102.488066,622.17,-7,7/1/2003 to 6/30/2004,47,59,-7,7/1/2003 to 6/30/2004,705,772,-67,,,400,,11.0562,12.107,-1.0507,,,6.273
"Greene County, Tennessee",64168,103.1357989,622.17,-6,7/1/2004 to 6/30/2005,47,59,-6,7/1/2004 to 6/30/2005,731,705,26,,,446,,11.392,10.9868,0.4052,,,6.9505
"Greene County, Tennessee",64889,104.2946462,622.17,-5,7/1/2005 to 6/30/2006,47,59,-5,7/1/2005 to 6/30/2006,751,722,29,,,760,,11.5736,11.1267,0.4469,,,11.7123
"Greene County, Tennessee",65401,105.1175724,622.17,-4,7/1/2006 to 6/30/2007,47,59,-4,7/1/2006 to 6/30/2007,722,765,-43,,,605,,11.0396,11.6971,-0.6575,,,9.2506
"Greene County, Tennessee",65860,105.8553129,622.17,-3,7/1/2007 to 6/30/2008,47,59,-3,7/1/2007 to 6/30/2008,741,791,-50,,,509,,11.2511,12.0103,-0.7592,,,7.7285
"Greene County, Tennessee",66115,106.2651687,622.17,-2,7/1/2008 to 6/30/2009,47,59,-2,7/1/2008 to 6/30/2009,720,792,-72,,,329,,10.8901,11.9791,-1.089,,,4.9762
"Greene County, Tennessee",66297,106.5576932,622.17,-1,7/1/2009 to 6/30/2010,47,59,-1,7/1/2009 to 6/30/2010,709,758,-49,,,228,,10.6943,11.4334,-0.7391,,,3.4391
"Grundy County, Tennessee",14322,39.73476862,360.44,0,4/1/2000 to 6/30/2000,47,61,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Grundy County, Tennessee",14208,39.41848851,360.44,-9,7/1/2001 to 6/30/2002,47,61,-9,7/1/2001 to 6/30/2002,208,205,3,,,-104,,14.6396,14.4285,0.2111,,,-7.3198
"Grundy County, Tennessee",14246,39.52391521,360.44,-8,7/1/2002 to 6/30/2003,47,61,-8,7/1/2002 to 6/30/2003,191,170,21,,,29,,13.4073,11.9332,1.4741,,,2.0357
"Grundy County, Tennessee",14224,39.4628787,360.44,-7,7/1/2003 to 6/30/2004,47,61,-7,7/1/2003 to 6/30/2004,196,171,25,,,-34,,13.7795,12.0219,1.7576,,,-2.3903
"Grundy County, Tennessee",14303,39.68205527,360.44,-6,7/1/2004 to 6/30/2005,47,61,-6,7/1/2004 to 6/30/2005,210,150,60,,,34,,14.6822,10.4873,4.1949,,,2.3771
"Grundy County, Tennessee",14324,39.74031739,360.44,-5,7/1/2005 to 6/30/2006,47,61,-5,7/1/2005 to 6/30/2006,182,180,2,,,35,,12.7059,12.5663,0.1396,,,2.4435
"Grundy County, Tennessee",14289,39.64321385,360.44,-4,7/1/2006 to 6/30/2007,47,61,-4,7/1/2006 to 6/30/2007,180,187,-7,,,-18,,12.5971,13.087,-0.4899,,,-1.2597
"Grundy County, Tennessee",14307,39.69315281,360.44,-3,7/1/2007 to 6/30/2008,47,61,-3,7/1/2007 to 6/30/2008,194,163,31,,,-12,,13.5598,11.393,2.1668,,,-0.8388
"Grundy County, Tennessee",14257,39.55443347,360.44,-2,7/1/2008 to 6/30/2009,47,61,-2,7/1/2008 to 6/30/2009,176,187,-11,,,-36,,12.3448,13.1164,-0.7716,,,-2.5251
"Grundy County, Tennessee",14102,39.12440351,360.44,-1,7/1/2009 to 6/30/2010,47,61,-1,7/1/2009 to 6/30/2010,173,198,-25,,,-138,,12.2678,14.0406,-1.7728,,,-9.7858
"Hamblen County, Tennessee",58136,360.6675352,161.19,0,4/1/2000 to 6/30/2000,47,63,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hamblen County, Tennessee",58798,364.7744897,161.19,-9,7/1/2001 to 6/30/2002,47,63,-9,7/1/2001 to 6/30/2002,852,575,277,,,326,,14.4903,9.7792,4.711,,,5.5444
"Hamblen County, Tennessee",58434,362.5162851,161.19,-8,7/1/2002 to 6/30/2003,47,63,-8,7/1/2002 to 6/30/2003,807,642,165,,,-485,,13.8105,10.9868,2.8237,,,-8.3
"Hamblen County, Tennessee",58824,364.9357901,161.19,-7,7/1/2003 to 6/30/2004,47,63,-7,7/1/2003 to 6/30/2004,826,634,192,,,255,,14.0419,10.7779,3.264,,,4.335
"Hamblen County, Tennessee",59360,368.2610584,161.19,-6,7/1/2004 to 6/30/2005,47,63,-6,7/1/2004 to 6/30/2005,807,666,141,,,460,,13.595,11.2197,2.3753,,,7.7493
"Hamblen County, Tennessee",60210,373.5343384,161.19,-5,7/1/2005 to 6/30/2006,47,63,-5,7/1/2005 to 6/30/2006,853,619,234,,,676,,14.1671,10.2807,3.8864,,,11.2274
"Hamblen County, Tennessee",60978,378.2989019,161.19,-4,7/1/2006 to 6/30/2007,47,63,-4,7/1/2006 to 6/30/2007,880,602,278,,,543,,14.4314,9.8724,4.559,,,8.9049
"Hamblen County, Tennessee",62051,384.9556424,161.19,-3,7/1/2007 to 6/30/2008,47,63,-3,7/1/2007 to 6/30/2008,901,634,267,,,809,,14.5203,10.2174,4.3029,,,13.0377
"Hamblen County, Tennessee",62658,388.7213847,161.19,-2,7/1/2008 to 6/30/2009,47,63,-2,7/1/2008 to 6/30/2009,897,680,217,,,399,,14.3158,10.8526,3.4632,,,6.3679
"Hamblen County, Tennessee",62979,390.7128234,161.19,-1,7/1/2009 to 6/30/2010,47,63,-1,7/1/2009 to 6/30/2010,835,659,176,,,141,,13.2584,10.4638,2.7946,,,2.2388
"Hamilton County, Tennessee",308115,568.0900492,542.37,0,4/1/2000 to 6/30/2000,47,65,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hamilton County, Tennessee",311759,574.8087099,542.37,-9,7/1/2001 to 6/30/2002,47,65,-9,7/1/2001 to 6/30/2002,4078,3243,835,,,80,,13.0806,10.4023,2.6784,,,0.2566
"Hamilton County, Tennessee",314583,580.0154876,542.37,-8,7/1/2002 to 6/30/2003,47,65,-8,7/1/2002 to 6/30/2003,3895,3157,738,,,56,,12.3815,10.0355,2.346,,,0.178
"Hamilton County, Tennessee",316940,584.3612294,542.37,-7,7/1/2003 to 6/30/2004,47,65,-7,7/1/2003 to 6/30/2004,3878,3099,779,,,-464,,12.2358,9.7779,2.4579,,,-1.464
"Hamilton County, Tennessee",320480,590.8881391,542.37,-6,7/1/2004 to 6/30/2005,47,65,-6,7/1/2004 to 6/30/2005,4030,3262,768,,,653,,12.5749,10.1785,2.3964,,,2.0376
"Hamilton County, Tennessee",324187,597.7229567,542.37,-5,7/1/2005 to 6/30/2006,47,65,-5,7/1/2005 to 6/30/2006,3955,3261,694,,,877,,12.1997,10.059,2.1407,,,2.7052
"Hamilton County, Tennessee",328828,606.2798459,542.37,-4,7/1/2006 to 6/30/2007,47,65,-4,7/1/2006 to 6/30/2007,4060,3148,912,,,1568,,12.3469,9.5734,2.7735,,,4.7685
"Hamilton County, Tennessee",331257,610.7583384,542.37,-3,7/1/2007 to 6/30/2008,47,65,-3,7/1/2007 to 6/30/2008,4305,3137,1168,,,1299,,12.996,9.47,3.526,,,3.9214
"Hamilton County, Tennessee",334112,616.0222726,542.37,-2,7/1/2008 to 6/30/2009,47,65,-2,7/1/2008 to 6/30/2009,4355,3159,1196,,,1686,,13.0346,9.4549,3.5796,,,5.0462
"Hamilton County, Tennessee",336953,621.2603942,542.37,-1,7/1/2009 to 6/30/2010,47,65,-1,7/1/2009 to 6/30/2010,4311,3202,1109,,,1773,,12.7941,9.5028,3.2913,,,5.2619
"Hancock County, Tennessee",6776,30.47858942,222.32,0,4/1/2000 to 6/30/2000,47,67,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hancock County, Tennessee",6788,30.53256567,222.32,-9,7/1/2001 to 6/30/2002,47,67,-9,7/1/2001 to 6/30/2002,75,90,-15,,,27,,11.0489,13.2587,-2.2098,,,3.9776
"Hancock County, Tennessee",6753,30.37513494,222.32,-8,7/1/2002 to 6/30/2003,47,67,-8,7/1/2002 to 6/30/2003,66,90,-24,,,-6,,9.7734,13.3274,-3.554,,,-0.8885
"Hancock County, Tennessee",6628,29.81288233,222.32,-7,7/1/2003 to 6/30/2004,47,67,-7,7/1/2003 to 6/30/2004,61,82,-21,,,-97,,9.2034,12.3718,-3.1684,,,-14.6349
"Hancock County, Tennessee",6651,29.91633681,222.32,-6,7/1/2004 to 6/30/2005,47,67,-6,7/1/2004 to 6/30/2005,86,82,4,,,25,,12.9304,12.329,0.6014,,,3.7588
"Hancock County, Tennessee",6694,30.10975171,222.32,-5,7/1/2005 to 6/30/2006,47,67,-5,7/1/2005 to 6/30/2006,94,81,13,,,37,,14.0424,12.1004,1.942,,,5.5273
"Hancock County, Tennessee",6599,29.68243973,222.32,-4,7/1/2006 to 6/30/2007,47,67,-4,7/1/2006 to 6/30/2007,77,106,-29,,,-62,,11.6684,16.063,-4.3946,,,-9.3954
"Hancock County, Tennessee",6666,29.98380712,222.32,-3,7/1/2007 to 6/30/2008,47,67,-3,7/1/2007 to 6/30/2008,88,69,19,,,49,,13.2013,10.351,2.8503,,,7.3507
"Hancock County, Tennessee",6598,29.67794171,222.32,-2,7/1/2008 to 6/30/2009,47,67,-2,7/1/2008 to 6/30/2009,66,84,-18,,,-50,,10.003,12.7311,-2.7281,,,-7.5781
"Hancock County, Tennessee",6585,29.61946743,222.32,-1,7/1/2009 to 6/30/2010,47,67,-1,7/1/2009 to 6/30/2010,91,96,-5,,,-7,,13.8193,14.5786,-0.7593,,,-1.063
"Hardeman County, Tennessee",28108,42.09422829,667.74,0,4/1/2000 to 6/30/2000,47,69,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hardeman County, Tennessee",28129,42.12567766,667.74,-9,7/1/2001 to 6/30/2002,47,69,-9,7/1/2001 to 6/30/2002,316,292,24,,,-6,,11.234,10.3807,0.8532,,,-0.2133
"Hardeman County, Tennessee",28078,42.04930063,667.74,-8,7/1/2002 to 6/30/2003,47,69,-8,7/1/2002 to 6/30/2003,339,288,51,,,-78,,12.0735,10.2571,1.8164,,,-2.778
"Hardeman County, Tennessee",27914,41.80369605,667.74,-7,7/1/2003 to 6/30/2004,47,69,-7,7/1/2003 to 6/30/2004,350,293,57,,,-198,,12.5385,10.4965,2.042,,,-7.0932
"Hardeman County, Tennessee",27765,41.58055531,667.74,-6,7/1/2004 to 6/30/2005,47,69,-6,7/1/2004 to 6/30/2005,327,283,44,,,-165,,11.7774,10.1927,1.5847,,,-5.9427
"Hardeman County, Tennessee",27757,41.56857459,667.74,-5,7/1/2005 to 6/30/2006,47,69,-5,7/1/2005 to 6/30/2006,313,292,21,,,-3,,11.2764,10.5199,0.7566,,,-0.1081
"Hardeman County, Tennessee",27735,41.53562764,667.74,-4,7/1/2006 to 6/30/2007,47,69,-4,7/1/2006 to 6/30/2007,339,288,51,,,-53,,12.2228,10.384,1.8388,,,-1.9109
"Hardeman County, Tennessee",27763,41.57756013,667.74,-3,7/1/2007 to 6/30/2008,47,69,-3,7/1/2007 to 6/30/2008,349,286,63,,,-32,,12.5707,10.3015,2.2692,,,-1.1526
"Hardeman County, Tennessee",27769,41.58654566,667.74,-2,7/1/2008 to 6/30/2009,47,69,-2,7/1/2008 to 6/30/2009,350,271,79,,,-72,,12.604,9.7591,2.8449,,,-2.5928
"Hardeman County, Tennessee",27555,41.26606164,667.74,-1,7/1/2009 to 6/30/2010,47,69,-1,7/1/2009 to 6/30/2010,320,266,54,,,-273,,11.6131,9.6534,1.9597,,,-9.9075
"Hardin County, Tennessee",25589,44.32300417,577.33,0,4/1/2000 to 6/30/2000,47,71,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hardin County, Tennessee",25746,44.5949457,577.33,-9,7/1/2001 to 6/30/2002,47,71,-9,7/1/2001 to 6/30/2002,281,343,-62,,,276,,10.9143,13.3225,-2.4081,,,10.7201
"Hardin County, Tennessee",25796,44.68155128,577.33,-8,7/1/2002 to 6/30/2003,47,71,-8,7/1/2002 to 6/30/2003,281,329,-48,,,119,,10.8932,12.7539,-1.8608,,,4.6131
"Hardin County, Tennessee",25719,44.54817868,577.33,-7,7/1/2003 to 6/30/2004,47,71,-7,7/1/2003 to 6/30/2004,253,321,-68,,,16,,9.8371,12.481,-2.644,,,0.6221
"Hardin County, Tennessee",25594,44.33166473,577.33,-6,7/1/2004 to 6/30/2005,47,71,-6,7/1/2004 to 6/30/2005,294,354,-60,,,-38,,11.4871,13.8314,-2.3443,,,-1.4847
"Hardin County, Tennessee",25808,44.70233662,577.33,-5,7/1/2005 to 6/30/2006,47,71,-5,7/1/2005 to 6/30/2006,276,346,-70,,,309,,10.6944,13.4067,-2.7123,,,11.973
"Hardin County, Tennessee",25984,45.00718826,577.33,-4,7/1/2006 to 6/30/2007,47,71,-4,7/1/2006 to 6/30/2007,304,320,-16,,,212,,11.6995,12.3153,-0.6158,,,8.1589
"Hardin County, Tennessee",26146,45.28779035,577.33,-3,7/1/2007 to 6/30/2008,47,71,-3,7/1/2007 to 6/30/2008,298,292,6,,,157,,11.3975,11.1681,0.2295,,,6.0047
"Hardin County, Tennessee",26262,45.48871529,577.33,-2,7/1/2008 to 6/30/2009,47,71,-2,7/1/2008 to 6/30/2009,290,319,-29,,,146,,11.0426,12.1468,-1.1043,,,5.5594
"Hardin County, Tennessee",26284,45.52682175,577.33,-1,7/1/2009 to 6/30/2010,47,71,-1,7/1/2009 to 6/30/2010,293,301,-8,,,31,,11.1475,11.4518,-0.3044,,,1.1794
"Hawkins County, Tennessee",53582,110.0133457,487.05,0,4/1/2000 to 6/30/2000,47,73,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hawkins County, Tennessee",54186,111.2534647,487.05,-9,7/1/2001 to 6/30/2002,47,73,-9,7/1/2001 to 6/30/2002,647,516,131,,,362,,11.9404,9.5228,2.4176,,,6.6807
"Hawkins County, Tennessee",54550,112.0008213,487.05,-8,7/1/2002 to 6/30/2003,47,73,-8,7/1/2002 to 6/30/2003,610,547,63,,,344,,11.1824,10.0275,1.1549,,,6.3061
"Hawkins County, Tennessee",55072,113.0725798,487.05,-7,7/1/2003 to 6/30/2004,47,73,-7,7/1/2003 to 6/30/2004,650,564,86,,,487,,11.8027,10.2411,1.5616,,,8.843
"Hawkins County, Tennessee",55437,113.8219895,487.05,-6,7/1/2004 to 6/30/2005,47,73,-6,7/1/2004 to 6/30/2005,660,586,74,,,350,,11.9054,10.5706,1.3348,,,6.3135
"Hawkins County, Tennessee",56034,115.0477364,487.05,-5,7/1/2005 to 6/30/2006,47,73,-5,7/1/2005 to 6/30/2006,641,563,78,,,574,,11.4395,10.0475,1.392,,,10.2438
"Hawkins County, Tennessee",56614,116.2385792,487.05,-4,7/1/2006 to 6/30/2007,47,73,-4,7/1/2006 to 6/30/2007,643,581,62,,,556,,11.3576,10.2625,1.0951,,,9.8209
"Hawkins County, Tennessee",57098,117.232317,487.05,-3,7/1/2007 to 6/30/2008,47,73,-3,7/1/2007 to 6/30/2008,618,622,-4,,,491,,10.8235,10.8936,-0.0701,,,8.5993
"Hawkins County, Tennessee",57542,118.1439277,487.05,-2,7/1/2008 to 6/30/2009,47,73,-2,7/1/2008 to 6/30/2009,650,592,58,,,385,,11.2961,10.2881,1.008,,,6.6908
"Hawkins County, Tennessee",57819,118.7126578,487.05,-1,7/1/2009 to 6/30/2010,47,73,-1,7/1/2009 to 6/30/2010,593,581,12,,,270,,10.2561,10.0486,0.2075,,,4.6697
"Haywood County, Tennessee",19790,37.12179475,533.11,0,4/1/2000 to 6/30/2000,47,75,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Haywood County, Tennessee",19822,37.18181989,533.11,-9,7/1/2001 to 6/30/2002,47,75,-9,7/1/2001 to 6/30/2002,291,233,58,,,-11,,14.6807,11.7546,2.926,,,-0.5549
"Haywood County, Tennessee",19529,36.63221474,533.11,-8,7/1/2002 to 6/30/2003,47,75,-8,7/1/2002 to 6/30/2003,289,229,60,,,-340,,14.7985,11.7262,3.0724,,,-17.41
"Haywood County, Tennessee",19465,36.51216447,533.11,-7,7/1/2003 to 6/30/2004,47,75,-7,7/1/2003 to 6/30/2004,285,224,61,,,-108,,14.6417,11.5078,3.1338,,,-5.5484
"Haywood County, Tennessee",19582,36.73163137,533.11,-6,7/1/2004 to 6/30/2005,47,75,-6,7/1/2004 to 6/30/2005,282,210,72,,,66,,14.401,10.7241,3.6768,,,3.3704
"Haywood County, Tennessee",19399,36.38836263,533.11,-5,7/1/2005 to 6/30/2006,47,75,-5,7/1/2005 to 6/30/2006,287,234,53,,,-218,,14.7946,12.0625,2.7321,,,-11.2377
"Haywood County, Tennessee",19297,36.19703251,533.11,-4,7/1/2006 to 6/30/2007,47,75,-4,7/1/2006 to 6/30/2007,242,209,33,,,-121,,12.5408,10.8307,1.7101,,,-6.2704
"Haywood County, Tennessee",19166,35.95130461,533.11,-3,7/1/2007 to 6/30/2008,47,75,-3,7/1/2007 to 6/30/2008,285,201,84,,,-217,,14.8701,10.4873,4.3828,,,-11.3221
"Haywood County, Tennessee",19032,35.69994935,533.11,-2,7/1/2008 to 6/30/2009,47,75,-2,7/1/2008 to 6/30/2009,260,220,40,,,-176,,13.6612,11.5595,2.1017,,,-9.2476
"Haywood County, Tennessee",18908,35.46735195,533.11,-1,7/1/2009 to 6/30/2010,47,75,-1,7/1/2009 to 6/30/2010,235,199,36,,,-163,,12.4286,10.5246,1.904,,,-8.6207
"Henderson County, Tennessee",25526,49.08751755,520.01,0,4/1/2000 to 6/30/2000,47,77,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Henderson County, Tennessee",25655,49.3355897,520.01,-9,7/1/2001 to 6/30/2002,47,77,-9,7/1/2001 to 6/30/2002,351,304,47,,,56,,13.6815,11.8495,1.832,,,2.1828
"Henderson County, Tennessee",25764,49.54520105,520.01,-8,7/1/2002 to 6/30/2003,47,77,-8,7/1/2002 to 6/30/2003,363,319,44,,,85,,14.0894,12.3816,1.7078,,,3.2992
"Henderson County, Tennessee",25841,49.69327513,520.01,-7,7/1/2003 to 6/30/2004,47,77,-7,7/1/2003 to 6/30/2004,349,308,41,,,60,,13.5057,11.919,1.5866,,,2.3219
"Henderson County, Tennessee",25894,49.79519625,520.01,-6,7/1/2004 to 6/30/2005,47,77,-6,7/1/2004 to 6/30/2005,376,357,19,,,60,,14.5207,13.787,0.7338,,,2.3171
"Henderson County, Tennessee",26138,50.26441799,520.01,-5,7/1/2005 to 6/30/2006,47,77,-5,7/1/2005 to 6/30/2006,336,298,38,,,232,,12.8548,11.401,1.4538,,,8.876
"Henderson County, Tennessee",26522,51.00286533,520.01,-4,7/1/2006 to 6/30/2007,47,77,-4,7/1/2006 to 6/30/2007,376,295,81,,,320,,14.1769,11.1228,3.0541,,,12.0655
"Henderson County, Tennessee",26744,51.4297802,520.01,-3,7/1/2007 to 6/30/2008,47,77,-3,7/1/2007 to 6/30/2008,381,309,72,,,152,,14.2462,11.554,2.6922,,,5.6835
"Henderson County, Tennessee",26943,51.81246514,520.01,-2,7/1/2008 to 6/30/2009,47,77,-2,7/1/2008 to 6/30/2009,376,305,71,,,129,,13.9554,11.3202,2.6352,,,4.7879
"Henderson County, Tennessee",26952,51.8297725,520.01,-1,7/1/2009 to 6/30/2010,47,77,-1,7/1/2009 to 6/30/2010,354,290,64,,,-54,,13.1345,10.7599,2.3746,,,-2.0036
"Henry County, Tennessee",31112,55.36928279,561.9,0,4/1/2000 to 6/30/2000,47,79,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Henry County, Tennessee",31169,55.47072433,561.9,-9,7/1/2001 to 6/30/2002,47,79,-9,7/1/2001 to 6/30/2002,373,436,-63,,,139,,11.967,13.9883,-2.0212,,,4.4596
"Henry County, Tennessee",31260,55.63267485,561.9,-8,7/1/2002 to 6/30/2003,47,79,-8,7/1/2002 to 6/30/2003,381,429,-48,,,165,,12.1881,13.7236,-1.5355,,,5.2783
"Henry County, Tennessee",31068,55.29097704,561.9,-7,7/1/2003 to 6/30/2004,47,79,-7,7/1/2003 to 6/30/2004,329,409,-80,,,-84,,10.5897,13.1647,-2.575,,,-2.7037
"Henry County, Tennessee",31088,55.32657056,561.9,-6,7/1/2004 to 6/30/2005,47,79,-6,7/1/2004 to 6/30/2005,332,445,-113,,,165,,10.6794,14.3142,-3.6348,,,5.3075
"Henry County, Tennessee",31308,55.71809931,561.9,-5,7/1/2005 to 6/30/2006,47,79,-5,7/1/2005 to 6/30/2006,396,447,-51,,,301,,12.6485,14.2775,-1.629,,,9.6142
"Henry County, Tennessee",31408,55.89606692,561.9,-4,7/1/2006 to 6/30/2007,47,79,-4,7/1/2006 to 6/30/2007,395,449,-54,,,179,,12.5764,14.2957,-1.7193,,,5.6992
"Henry County, Tennessee",31532,56.11674675,561.9,-3,7/1/2007 to 6/30/2008,47,79,-3,7/1/2007 to 6/30/2008,384,440,-56,,,182,,12.1781,13.9541,-1.776,,,5.7719
"Henry County, Tennessee",31774,56.54742837,561.9,-2,7/1/2008 to 6/30/2009,47,79,-2,7/1/2008 to 6/30/2009,382,427,-45,,,288,,12.0224,13.4387,-1.4163,,,9.064
"Henry County, Tennessee",31870,56.71827727,561.9,-1,7/1/2009 to 6/30/2010,47,79,-1,7/1/2009 to 6/30/2010,346,426,-80,,,177,,10.8566,13.3668,-2.5102,,,5.5538
"Hickman County, Tennessee",22311,36.42731191,612.48,0,4/1/2000 to 6/30/2000,47,81,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Hickman County, Tennessee",22711,37.08039446,612.48,-9,7/1/2001 to 6/30/2002,47,81,-9,7/1/2001 to 6/30/2002,310,234,76,,,204,,13.6498,10.3034,3.3464,,,8.9824
"Hickman County, Tennessee",23062,37.6534744,612.48,-8,7/1/2002 to 6/30/2003,47,81,-8,7/1/2002 to 6/30/2003,280,226,54,,,315,,12.1412,9.7997,2.3415,,,13.6588
"Hickman County, Tennessee",23083,37.68776123,612.48,-7,7/1/2003 to 6/30/2004,47,81,-7,7/1/2003 to 6/30/2004,279,249,30,,,12,,12.0868,10.7872,1.2997,,,0.5199
"Hickman County, Tennessee",23388,38.18573668,612.48,-6,7/1/2004 to 6/30/2005,47,81,-6,7/1/2004 to 6/30/2005,274,226,48,,,284,,11.7154,9.6631,2.0523,,,12.143
"Hickman County, Tennessee",23596,38.5253396,612.48,-5,7/1/2005 to 6/30/2006,47,81,-5,7/1/2005 to 6/30/2006,267,236,31,,,200,,11.3155,10.0017,1.3138,,,8.476
"Hickman County, Tennessee",23744,38.76698015,612.48,-4,7/1/2006 to 6/30/2007,47,81,-4,7/1/2006 to 6/30/2007,274,223,51,,,116,,11.5398,9.3918,2.1479,,,4.8854
"Hickman County, Tennessee",24019,39.2159744,612.48,-3,7/1/2007 to 6/30/2008,47,81,-3,7/1/2007 to 6/30/2008,288,237,51,,,224,,11.9905,9.8672,2.1233,,,9.326
"Hickman County, Tennessee",24096,39.34169279,612.48,-2,7/1/2008 to 6/30/2009,47,81,-2,7/1/2008 to 6/30/2009,278,219,59,,,20,,11.5372,9.0886,2.4485,,,0.83
"Hickman County, Tennessee",24024,39.22413793,612.48,-1,7/1/2009 to 6/30/2010,47,81,-1,7/1/2009 to 6/30/2010,265,241,24,,,-95,,11.0306,10.0316,0.999,,,-3.9544
"Houston County, Tennessee",8079,40.33651206,200.29,0,4/1/2000 to 6/30/2000,47,83,0,4/1/2000 to 6/30/2000,,,,,,,,,,,,,
"Houston County, Tennessee",7998,39.93209846,200.29,-9,7/1/2001 to 6/30/2002,47,83,-9,7/1/2001 to 6/30/2002,108,86,22,,,0,,13.5034,10.7527,2.7507,,,0
